N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,T_c_guess,T_localize,T_localize_range,T_localize_spacing,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
1.47,100,1.56E-05,-5.77E-05,-6.12E-05,-6.19E-05,-6.43E-05,-6.43E-05,-6.81E-05,-5.76E-05,-6.61E-05,0.000159411,7.30E-05,6.90E-05,7.24E-05,6.63E-05,7.70E-05,7.08E-05,7.88E-05,8.27E-05,,,,,,,,
1.48,100,5.17E-05,-6.38E-05,-7.25E-05,-7.59E-05,-7.84E-05,-7.62E-05,-7.62E-05,-7.81E-05,-8.17E-05,0.000227324,8.67E-05,7.76E-05,9.46E-05,9.09E-05,7.49E-05,8.37E-05,8.26E-05,7.90E-05,,,,,,,,
1.49,100,9.45E-05,-5.78E-05,-8.59E-05,-8.85E-05,-9.20E-05,-9.29E-05,-9.85E-05,-9.62E-05,-9.89E-05,0.000345555,9.15E-05,0.000122313,0.000126678,0.000125507,0.00011004,0.000128185,0.000129758,0.000140271,,,,,,,,
1.5,100,1.32E-05,-7.28E-05,-8.05E-05,-7.86E-05,-6.41E-05,-7.29E-05,-6.68E-05,-7.21E-05,-6.99E-05,0.000123774,7.42E-05,7.42E-05,6.67E-05,8.13E-05,8.04E-05,7.54E-05,8.02E-05,7.27E-05,,,,,,,,
1.51,100,6.18E-05,-4.32E-05,-8.26E-05,-9.00E-05,-8.32E-05,-8.25E-05,-9.13E-05,-8.94E-05,-9.00E-05,0.000295962,0.000102854,8.10E-05,8.87E-05,9.97E-05,0.000103363,9.44E-05,0.000107293,0.000113668,,,,,,,,
1.52,100,7.34E-06,-7.44E-05,-9.73E-05,-9.33E-05,-8.98E-05,-8.13E-05,-7.87E-05,-9.06E-05,-8.20E-05,0.000141404,9.04E-05,7.44E-05,7.99E-05,7.21E-05,7.14E-05,8.12E-05,8.62E-05,8.66E-05,,,,,,,,
1.53,100,2.11E-05,-8.17E-05,-8.33E-05,-7.63E-05,-9.17E-05,-8.67E-05,-7.87E-05,-9.38E-05,-8.50E-05,0.000196093,8.44E-05,7.83E-05,9.00E-05,9.25E-05,8.08E-05,9.07E-05,9.19E-05,8.76E-05,,,,,,,,
1.54,100,3.65E-05,-9.48E-05,-8.79E-05,-9.68E-05,-9.69E-05,-9.31E-05,-9.71E-05,-9.31E-05,-8.16E-05,0.000188848,0.000109444,9.21E-05,0.000101854,9.89E-05,9.62E-05,0.000110404,9.07E-05,8.66E-05,,,,,,,,
1.55,100,4.58E-05,-8.38E-05,-0.000103026,-0.00011,-9.75E-05,-0.000118026,-0.0001175,-0.000104605,-9.68E-05,0.000231139,9.59E-05,9.45E-05,0.00013583,0.000129752,0.000136031,0.000131971,0.000107988,0.000100757,,,,,,,,
1.56,100,5.80E-05,-8.61E-05,-9.87E-05,-0.000112934,-0.000118197,-0.000117145,-0.000112145,-0.000113592,-0.000121092,0.000323015,0.000124401,0.000115132,0.000127024,0.000134011,0.000134888,0.000131615,0.000115627,0.000119622,,,,,,,,
1.57,100,7.30E-05,-9.26E-05,-0.00011775,-0.000113671,-0.000123276,-0.000118276,-0.000109197,-0.000104066,-0.00011525,0.000276454,0.000108229,0.000105609,0.000107051,0.000110106,0.000115033,9.96E-05,0.000105467,0.000112154,,,,,,,,
1.58,100,6.25E-05,-0.000100434,-0.000110961,-0.000118987,-0.000111618,-0.000110434,-0.000107276,-0.000113329,-0.000120303,0.000271484,9.45E-05,0.000120301,0.000119443,0.000102148,9.48E-05,0.000106353,0.000117635,0.000109703,,,,,,,,
1.59,100,5.38E-05,-0.000113855,-0.000110829,-0.000120303,-0.000122013,-0.000110961,-0.000128066,-0.000125961,-0.000118329,0.000245021,0.000103176,0.000113841,0.000121327,0.000125173,0.00014674,0.000142526,0.000122764,0.000141059,,,,,,,,
1.6,100,6.73E-05,-9.23E-05,-0.000132447,-0.000132053,-0.000123895,-0.000133237,-0.000127974,-0.000116,-0.000130079,0.000263712,0.000114946,0.000119084,0.000135359,0.000106524,0.000118194,0.000111368,0.000119621,0.000119321,,,,,,,,
1.61,100,8.56E-05,-0.000100947,-0.000115158,-0.000102132,-0.000115816,-0.00012529,-0.000132263,-0.000133316,-0.000116605,0.00029224,0.000109382,0.000117492,0.000128912,0.000122845,0.000118437,0.00013085,0.000124768,0.000109664,,,,,,,,
1.62,100,0.000161145,-9.74E-05,-0.000146487,-0.000145171,-0.000164908,-0.00016425,-0.00017175,-0.000159118,-0.000163724,0.000523654,0.000181664,0.000118883,0.00016253,0.000197984,0.000189795,0.000187087,0.00020758,0.000201161,,,,,,,,
1.63,100,0.000170987,-0.000120724,-0.000154671,-0.00016875,-0.000164671,-0.000148355,-0.00017796,-0.000163487,-0.000161118,0.000410669,0.000130547,0.00016881,0.000172225,0.000176168,0.000190339,0.000145262,0.000137774,0.000141568,,,,,,,,
1.64,100,0.000183619,-7.73E-05,-0.000154934,-0.000170724,-0.000160592,-0.000172171,-0.000172171,-0.000170987,-0.000170592,0.000505137,0.000178539,0.000165187,0.000208625,0.000189256,0.000156527,0.000163901,0.000174885,0.000194488,,,,,,,,
1.65,100,0.000169724,-0.00012725,-0.000178434,-0.000177908,-0.000180408,-0.000165408,-0.000172645,-0.000151592,-0.000172513,0.0003897,0.00013469,0.000147725,0.000178629,0.00020049,0.000173442,0.000160048,0.000143772,0.000130783,,,,,,,,
1.66,100,0.000210605,-0.000113079,-0.000190842,-0.000199,-0.000190053,-0.000183342,-0.000191237,-0.000193079,-0.000205842,0.000478958,0.000212707,0.000205985,0.000198498,0.000206591,0.00018592,0.000196508,0.000172464,0.000191139,,,,,,,,
1.67,100,9.26E-05,-0.000124013,-0.000152566,-0.00013954,-0.000156908,-0.00016375,-0.000167697,-0.000160987,-0.000158618,0.000293496,0.000125529,0.000124476,0.000126643,0.000128157,0.000120331,0.000124164,0.000126742,0.000130368,,,,,,,,
1.68,100,0.000184829,-0.000120697,-0.000196487,-0.000195303,-0.000200303,-0.000204513,-0.00020425,-0.000190039,-0.000194908,0.000503174,0.000210644,0.000152686,0.000200118,0.000208975,0.000225031,0.000214963,0.000189293,0.000198907,,,,,,,,
1.69,100,0.000159658,-0.000137842,-0.000175868,-0.000186789,-0.000189289,-0.000181789,-0.00020021,-0.000196658,-0.000190737,0.000361729,0.000133044,0.000145712,0.000147488,0.000165619,0.000169643,0.000160227,0.000178185,0.000168073,,,,,,,,
1.7,100,0.000201013,-0.000159513,-0.000207408,-0.000208066,-0.000191487,-0.000200434,-0.000181092,-0.000202408,-0.000193066,0.000384951,0.000148306,0.000163172,0.000159789,0.000167446,0.000165824,0.000179394,0.00019037,0.000174587,,,,,,,,
1.71,100,0.000295961,-0.000107592,-0.00021325,-0.000242066,-0.00022825,-0.000232855,-0.000218118,-0.000220092,-0.000212066,0.000576902,0.000232316,0.000183168,0.000244565,0.000241746,0.00022266,0.000198909,0.00020381,0.000209293,,,,,,,,
1.72,100,0.000317737,-0.000139368,-0.00022871,-0.000241737,-0.000237131,-0.000250816,-0.00025371,-0.000244895,-0.000262526,0.000731053,0.000301403,0.00017561,0.000243772,0.000267337,0.000260914,0.000279298,0.000307767,0.000306118,,,,,,,,
1.73,100,0.000287961,-0.000140987,-0.000217829,-0.000245329,-0.000257171,-0.000247039,-0.000244934,-0.000233092,-0.00023046,0.000417795,0.000186977,0.000165171,0.000181676,0.000217142,0.000213973,0.00017822,0.000199813,0.000206156,,,,,,,,
1.74,100,0.000494027,-2.90E-05,-0.000206631,-0.000280052,-0.000305842,-0.000325579,-0.000325579,-0.000314,-0.000334263,0.00110195,0.000667804,0.000368471,0.000228712,0.000358988,0.000441822,0.000533762,0.000547608,0.000604607,,,,,,,,
1.75,100,0.000421027,-0.000128842,-0.00022621,-0.000288184,-0.000282263,-0.000274631,-0.000287789,-0.000302131,-0.00028121,0.000733271,0.000182358,0.00018199,0.000238243,0.000271274,0.000263348,0.000272157,0.000276812,0.000283733,,,,,,,,
1.76,100,0.000433619,-0.000154539,-0.000312039,-0.000311644,-0.000329276,-0.000310986,-0.000322302,-0.000308618,-0.000281908,0.00069874,0.000226693,0.000258274,0.000305496,0.00031392,0.000270888,0.000283605,0.000245575,0.000239767,,,,,,,,
1.77,100,0.000493698,-0.000126697,-0.000298934,-0.000297881,-0.000297223,-0.00030946,-0.000331171,-0.000298934,-0.000345118,0.000819207,0.00030543,0.00024307,0.00028971,0.000306571,0.000336396,0.000333665,0.000343918,0.000319268,,,,,,,,
1.78,100,0.000349487,-0.000138013,-0.00028196,-0.000319986,-0.000301434,-0.000300907,-0.000285776,-0.000272092,-0.000318671,0.000602622,0.000267851,0.000227082,0.000303308,0.000288145,0.000248777,0.000237837,0.000241663,0.000253208,,,,,,,,
1.79,100,0.000402645,-0.000174066,-0.000247618,-0.000290908,-0.000303671,-0.000312355,-0.000298144,-0.000309329,-0.000300908,0.000691854,0.000290572,0.000213469,0.000242074,0.000262878,0.000280642,0.000314798,0.000307895,0.000259811,,,,,,,,
1.8,100,0.000408698,-0.000137092,-0.000272092,-0.000301302,-0.000303144,-0.000299855,-0.000325776,-0.000298144,-0.000291697,0.000753657,0.000272391,0.000242033,0.000287058,0.000311474,0.00032599,0.000304355,0.000278253,0.00024983,,,,,,,,
1.81,100,0.000541672,-0.00012925,-0.000251355,-0.000320434,-0.000360828,-0.00035596,-0.000365039,-0.000352539,-0.000364776,0.000859849,0.000324098,0.00018706,0.000255812,0.000305228,0.000343754,0.000327988,0.000359405,0.000340603,,,,,,,,
1.82,100,0.000573882,-0.000138618,-0.000299407,-0.00036796,-0.000407434,-0.000396118,-0.000394671,-0.000359802,-0.000365986,0.000891387,0.000363781,0.000237196,0.000319035,0.000369486,0.000419945,0.000421435,0.000317669,0.000295075,,,,,,,,
1.83,100,0.000446264,-0.00016321,-0.000301631,-0.000344657,-0.000344526,-0.000294394,-0.000327289,-0.000332026,-0.000354789,0.00058264,0.000271189,0.000216688,0.000239441,0.000262991,0.000284358,0.000258677,0.0002554,0.000296906,,,,,,,,
1.84,100,0.000446211,-0.000210105,-0.000315894,-0.000302342,-0.000346947,-0.00036221,-0.000383131,-0.000358394,-0.000361684,0.000687578,0.000275881,0.000263853,0.000326666,0.000344725,0.000268477,0.000299816,0.000268517,0.000298374,,,,,,,,
1.85,100,0.000547896,-0.000195263,-0.000307894,-0.000324342,-0.000388684,-0.000374605,-0.0003775,-0.000367105,-0.000367499,0.000853767,0.000358617,0.000243116,0.000290174,0.000379653,0.000390937,0.000391318,0.000346858,0.000387994,,,,,,,,
1.86,100,0.000689804,-0.000148618,-0.000367039,-0.000446249,-0.000449933,-0.000475328,-0.00047296,-0.000445328,-0.000440591,0.001139747,0.00052516,0.000329621,0.000371482,0.000460011,0.000541074,0.000544114,0.000516531,0.000560548,,,,,,,,
1.87,100,0.000543777,-0.000175171,-0.000361486,-0.000362407,-0.000365302,-0.000405565,-0.000390828,-0.000415828,-0.000429249,0.000849233,0.00032276,0.00027446,0.000302061,0.000286834,0.000295567,0.000317453,0.000296461,0.000369674,,,,,,,,
1.88,100,0.000615567,-0.000196408,-0.000376802,-0.000417855,-0.000404434,-0.000376276,-0.000408381,-0.000391802,-0.000433118,0.000750979,0.000323219,0.000308203,0.000312568,0.000342436,0.000300753,0.000291682,0.000315553,0.000341024,,,,,,,,
1.89,100,0.000927199,-0.000188723,-0.000419644,-0.000463591,-0.000498328,-0.000512802,-0.000531486,-0.00050017,-0.00053096,0.001028475,0.000471506,0.000355284,0.000315915,0.00038864,0.000414456,0.000440572,0.000423064,0.000454834,,,,,,,,
1.9,100,0.000845817,-0.000152078,-0.000416025,-0.000461946,-0.000486815,-0.000470499,-0.000550499,-0.000530367,-0.000547341,0.001156571,0.000440651,0.000286608,0.000317644,0.0004349,0.000431823,0.000526161,0.000459278,0.000516745,,,,,,,,
1.91,100,0.001078633,-3.68E-05,-0.000353999,-0.000426236,-0.000567946,-0.000615841,-0.00064742,-0.000670578,-0.000647157,0.001602245,0.000771221,0.000410983,0.000421445,0.000503359,0.000619045,0.000720892,0.000759381,0.00082191,,,,,,,,
1.92,100,0.001075028,-0.000163394,-0.000480499,-0.000532473,-0.000584972,-0.000571815,-0.00058813,-0.00058642,-0.000582078,0.001102177,0.000424716,0.000364757,0.000466844,0.000462581,0.000416875,0.000412066,0.000417366,0.000444062,,,,,,,,
1.93,100,0.001139251,-0.000189828,-0.000499038,-0.000574828,-0.00061667,-0.000629696,-0.000621275,-0.000610222,-0.000619959,0.001258216,0.000451706,0.000385978,0.000431098,0.000440731,0.000463179,0.000517309,0.000552848,0.000497378,,,,,,,,
1.94,100,0.001068462,-0.000100618,-0.00041417,-0.00055838,-0.000592459,-0.000635222,-0.00066088,-0.000622196,-0.000660486,0.001240967,0.000553861,0.000359615,0.000453434,0.000452252,0.000523531,0.000583247,0.000580964,0.000602289,,,,,,,,
1.95,100,0.001451567,1.24E-05,-0.000447775,-0.000613696,-0.000785406,-0.000763433,-0.000754748,-0.000746196,-0.000762643,0.001636821,0.000836765,0.000457571,0.000518406,0.000695688,0.000681815,0.000650212,0.000744941,0.000839611,,,,,,,,
1.96,100,0.001313027,-4.96E-05,-0.000419472,-0.000609078,-0.000689472,-0.000704209,-0.000739736,-0.000805525,-0.000798025,0.001906068,0.001064241,0.000596002,0.000496199,0.00068238,0.000898285,0.000830966,0.00082758,0.000882775,,,,,,,,
1.97,100,0.001608331,6.45E-05,-0.000407196,-0.000688775,-0.000801933,-0.00081417,-0.000847722,-0.000898907,-0.000894301,0.001792236,0.000934637,0.00056663,0.000493836,0.000720236,0.000742073,0.00083717,0.000897627,0.000898456,,,,,,,,
1.98,100,0.001352133,-5.58E-05,-0.000544314,-0.000650893,-0.000741156,-0.000778262,-0.000761946,-0.000736551,-0.000784446,0.001616826,0.000800609,0.000492653,0.000490406,0.000561656,0.000728592,0.00072356,0.000748316,0.000822453,,,,,,,,
1.99,100,0.001590213,-0.000150052,-0.000563735,-0.000746235,-0.000860577,-0.000801893,-0.000779525,-0.000804919,-0.000830051,0.001438556,0.000688966,0.0005283,0.000553688,0.000613557,0.000594218,0.000614722,0.00057196,0.000634917,,,,,,,,
2,100,0.001422501,-0.000147368,-0.000574999,-0.000741972,-0.000789735,-0.000673551,-0.000739735,-0.000733288,-0.000797235,0.001281643,0.000527994,0.000364334,0.000443725,0.000506431,0.00051261,0.000524076,0.00051455,0.000580431,,,,,,,,
2.01,100,0.001480317,-7.34E-05,-0.000560472,-0.000754551,-0.000756919,-0.000764288,-0.000782709,-0.000815998,-0.000837314,0.001603103,0.000629524,0.000478779,0.00048291,0.000570946,0.00062752,0.000616543,0.000728299,0.00074575,,,,,,,,
2.02,100,0.002820831,0.000878856,-1.86E-05,-0.00057838,-0.00098588,-0.001339038,-0.001584433,-0.001735881,-0.001887855,0.004552295,0.003100201,0.001881988,0.000883435,0.000873108,0.001799416,0.002488698,0.003059992,0.003369876,,,,,,,,
2.03,100,0.001853134,4.81E-05,-0.000515157,-0.000830288,-0.000929498,-0.000970945,-0.000974498,-0.000978051,-0.000977524,0.001963869,0.000932124,0.000557893,0.000609015,0.000725987,0.000822982,0.000840556,0.000853549,0.000885544,,,,,,,,
2.04,100,0.001848568,-6.96E-06,-0.000573143,-0.000852222,-0.00091538,-0.000982485,-0.000963537,-0.000961301,-0.00099038,0.001634666,0.000853509,0.000528331,0.000555835,0.000712697,0.000786274,0.000802427,0.000659477,0.000743271,,,,,,,,
2.05,100,0.002394844,0.000214448,-0.000533841,-0.000860683,-0.001149103,-0.001180288,-0.001098051,-0.001195419,-0.001199366,0.002273051,0.001107942,0.000593268,0.000649146,0.000874467,0.000969203,0.000944214,0.001060774,0.001143185,,,,,,,,
2.06,100,0.00345704,0.000836909,-0.000177433,-0.000767301,-0.001251643,-0.001535458,-0.001722301,-0.001844011,-0.001983749,0.003963747,0.002373016,0.001419047,0.000887465,0.000964733,0.001356274,0.001958269,0.002412439,0.002868373,,,,,,,,
2.07,100,0.002246147,0.000122857,-0.000673722,-0.000942932,-0.001117932,-0.001196221,-0.001179906,-0.001070432,-0.001021353,0.002262798,0.001172481,0.000648779,0.000691195,0.000937772,0.00104624,0.000964136,0.000925657,0.001021113,,,,,,,,
2.08,100,0.003049791,0.000495843,-0.000447972,-0.000966919,-0.001233235,-0.001364024,-0.001483103,-0.00159455,-0.001732576,0.002981964,0.001641836,0.000840897,0.000548093,0.000849753,0.001153032,0.00139352,0.001629578,0.00177612,,,,,,,,
2.09,100,0.002517252,0.00014883,-0.000622222,-0.000964063,-0.001128669,-0.001239853,-0.001315116,-0.001314721,-0.001266695,0.002395492,0.001246083,0.000748111,0.000636409,0.000779841,0.001072474,0.001215679,0.001324684,0.001285571,,,,,,,,
2.1,100,0.003182265,0.000511607,-0.000549577,-0.001053656,-0.00139984,-0.001568655,-0.001655103,-0.001700761,-0.00164734,0.002689879,0.001544662,0.000947295,0.000798928,0.000833089,0.001125656,0.001467163,0.001632931,0.001695134,,,,,,,,
2.11,100,0.002709831,0.00038812,-0.000517143,-0.00099859,-0.001132011,-0.001301484,-0.001407011,-0.001467274,-0.001538327,0.002595515,0.001545756,0.000756517,0.000679338,0.000876051,0.001140671,0.001301691,0.001484382,0.001490445,,,,,,,,
2.119,100,0.003057345,0.000258659,-0.000764761,-0.001219366,-0.001352919,-0.001496866,-0.001508445,-0.001465813,-0.001487524,0.002259565,0.001192256,0.000671447,0.000721849,0.000871879,0.000982154,0.000963133,0.00110148,0.001170779,,,,,,,,
2.124,100,0.00350295,0.000641107,-0.000497709,-0.001001656,-0.00138705,-0.001540471,-0.001807577,-0.001859946,-0.001993367,0.003362579,0.002104714,0.001235932,0.000759322,0.000886492,0.001263804,0.001802386,0.0021299,0.002340027,,,,,,,,
2.129,100,0.003265514,0.000444199,-0.000764353,-0.0012458,-0.001484089,-0.001591458,-0.001555406,-0.001581326,-0.001522248,0.002486465,0.001209378,0.000778653,0.000798957,0.000923724,0.001141777,0.001217051,0.00113213,0.001169194,,,,,,,,
2.134,100,0.003501554,0.000476159,-0.000652524,-0.001229497,-0.001427392,-0.001565419,-0.00171805,-0.001706603,-0.001732129,0.002801892,0.001552715,0.000905131,0.000737501,0.000910674,0.001297585,0.001481518,0.001547004,0.00149745,,,,,,,,
2.139,100,0.002937488,0.000257094,-0.000640538,-0.001073563,-0.001245931,-0.001379484,-0.001427511,-0.001449616,-0.001474353,0.002506227,0.001409731,0.000842755,0.000806023,0.000763063,0.000879014,0.001211798,0.001438027,0.001475401,,,,,,,,
2.144,100,0.00380062,0.000582068,-0.000736221,-0.001338589,-0.001564379,-0.00169951,-0.001869642,-0.001851616,-0.0019053,0.003388415,0.001806894,0.000899533,0.000901318,0.001235388,0.00149041,0.001680215,0.00167418,0.001694523,,,,,,,,
