N,T_min,T_max,T_spacing,r_flip,EM_samples,SC_samples,B,EM_sample_spacing,SC_algorithm,T0_anneal,T_c_guess,T_localize,T_localize_range,T_localize_spacing,curses,date_output,dir_out,draw_lattice,file_prefix,k_b,multiprocess,num_bins,plots,print_inp,steps_anneal,steps_burnin,use_cpp
1.72,20000,-1.884573501,0.054264707,-0.965573504,0.019861933,0.000989434,4.55E-05,0.000227783,9.86E-06,,,,,,,,,,,,,,,,,,
1.73,20000,-1.879773501,0.0541357,-0.964478503,0.018277057,0.000977221,3.50E-05,0.00019269,6.26E-06,,,,,,,,,,,,,,,,,,
1.74,20000,-1.86982,0.058470486,-0.959312752,0.025094754,0.001130118,3.11E-05,0.000361563,1.89E-05,,,,,,,,,,,,,,,,,,
1.75,20000,-1.870224999,0.057159684,0.960628253,0.02106334,0.001060103,3.25E-05,0.000255243,7.78E-06,,,,,,,,,,,,,,,,,,
1.76,20000,-1.862393499,0.058594934,-0.958587251,0.020558893,0.001105965,3.93E-05,0.00023843,8.15E-06,,,,,,,,,,,,,,,,,,
1.77,20000,-1.86121,0.059265554,-0.957777001,0.02202217,0.001116153,4.54E-05,0.00027197,9.38E-06,,,,,,,,,,,,,,,,,,
1.78,20000,-1.859519,0.059366479,-0.957645751,0.021358229,0.001106283,3.88E-05,0.000257381,9.73E-06,,,,,,,,,,,,,,,,,,
1.79,20000,-1.855253999,0.058852574,0.95643725,0.021018343,0.001081344,3.72E-05,0.000246427,1.35E-05,,,,,,,,,,,,,,,,,,
1.8,20000,-1.8502555,0.063260096,0.95402875,0.024088184,0.001236173,3.87E-05,0.000322176,8.54E-06,,,,,,,,,,,,,,,,,,
1.81,20000,-1.839822,0.065612106,-0.949610499,0.025457335,0.001323303,4.31E-05,0.000358607,1.30E-05,,,,,,,,,,,,,,,,,,
1.82,20000,-1.833292499,0.068256169,0.946796499,0.028464894,0.001401085,4.43E-05,0.000448859,2.04E-05,,,,,,,,,,,,,,,,,,
1.83,20000,-1.831923,0.062456722,0.948367249,0.023178231,0.001156702,3.18E-05,0.000292771,1.19E-05,,,,,,,,,,,,,,,,,,
1.84,20000,-1.825606,0.070789638,-0.945234249,0.02773083,0.001484852,2.33E-05,0.000416621,1.19E-05,,,,,,,,,,,,,,,,,,
1.85,20000,-1.824698,0.067416087,-0.944565249,0.027767828,0.001321823,4.50E-05,0.00041813,1.26E-05,,,,,,,,,,,,,,,,,,
1.86,20000,-1.816954999,0.071356976,-0.941802999,0.029772373,0.00146523,6.35E-05,0.000477321,2.99E-05,,,,,,,,,,,,,,,,,,
1.87,20000,-1.812759499,0.069508562,-0.940882249,0.027128912,0.00138873,4.99E-05,0.000391425,9.92E-06,,,,,,,,,,,,,,,,,,
1.88,20000,-1.806653999,0.072475888,0.938044749,0.029773448,0.001489616,4.73E-05,0.00047044,1.81E-05,,,,,,,,,,,,,,,,,,
1.89,20000,-1.799204999,0.070484665,0.934940749,0.028945728,0.001397438,3.64E-05,0.000442575,2.12E-05,,,,,,,,,,,,,,,,,,
1.9,20000,-1.792201499,0.07722641,0.933726249,0.030860878,0.001654662,5.48E-05,0.000505831,2.30E-05,,,,,,,,,,,,,,,,,,
1.91,20000,-1.777603499,0.081709802,0.922374249,0.043933633,0.001821124,6.30E-05,0.001013,4.37E-05,,,,,,,,,,,,,,,,,,
1.92,20000,-1.774736,0.075394166,0.924949999,0.032786277,0.001543845,3.31E-05,0.000562197,1.51E-05,,,,,,,,,,,,,,,,,,
1.93,20000,-1.765508499,0.080372889,0.9219395,0.035034173,0.001731121,7.33E-05,0.000635464,2.16E-05,,,,,,,,,,,,,,,,,,
1.94,20000,-1.762192999,0.081459994,0.920130749,0.036780417,0.001748445,5.87E-05,0.000700332,4.12E-05,,,,,,,,,,,,,,,,,,
1.95,20000,-1.755041,0.084947385,-0.914596,0.043906568,0.001895179,3.24E-05,0.000992664,3.90E-05,,,,,,,,,,,,,,,,,,
1.96,20000,-1.740034499,0.090175073,-0.907498999,0.051322485,0.002116874,5.79E-05,0.001337,8.29E-05,,,,,,,,,,,,,,,,,,
1.97,20000,-1.7349695,0.09172649,0.905686,0.048945396,0.002148451,7.93E-05,0.00121794,6.63E-05,,,,,,,,,,,,,,,,,,
1.98,20000,-1.733899,0.089443992,0.906968999,0.04662532,0.002040329,7.65E-05,0.00109332,6.54E-05,,,,,,,,,,,,,,,,,,
1.99,20000,-1.728588,0.086596109,0.906406249,0.040426955,0.001892367,7.49E-05,0.000818597,5.19E-05,,,,,,,,,,,,,,,,,,
2,20000,-1.72508,0.084744105,0.90613725,0.037974832,0.001801946,5.96E-05,0.000719175,3.07E-05,,,,,,,,,,,,,,,,,,
2.01,20000,-1.7169205,0.08678866,-0.90344775,0.040534235,0.001872024,5.37E-05,0.000814852,3.13E-05,,,,,,,,,,,,,,,,,,
2.02,20000,-1.690029,0.118654579,0.1293655,0.861622691,0.003436463,7.20E-05,0.3673208,0.003838555,,,,,,,,,,,,,,,,,,
2.03,20000,-1.696765,0.096942637,-0.892007,0.046348941,0.002284851,6.68E-05,0.001060565,4.14E-05,,,,,,,,,,,,,,,,,,
2.04,20000,-1.689289,0.092751843,0.889381249,0.045930038,0.002053194,5.31E-05,0.001028047,5.76E-05,,,,,,,,,,,,,,,,,,
2.05,20000,-1.672314,0.101669147,-0.8773445,0.057330365,0.002457239,8.67E-05,0.001598349,7.22E-05,,,,,,,,,,,,,,,,,,
2.06,20000,-1.635351,0.128629999,-0.84072825,0.115138887,0.003906833,0.000131714,0.006417492,0.000483455,,,,,,,,,,,,,,,,,,
2.07,20000,-1.652934,0.107855977,-0.87066475,0.058337568,0.002710855,0.000106784,0.001642863,4.79E-05,,,,,,,,,,,,,,,,,,
2.08,20000,-1.632984,0.104303575,0.85097475,0.074797751,0.002515289,9.01E-05,0.002691725,8.65E-05,,,,,,,,,,,,,,,,,,
2.09,20000,-1.631776,0.10660575,-0.8587775,0.064083133,0.002595082,0.000114523,0.001953403,0.000128159,,,,,,,,,,,,,,,,,,
2.1,20000,-1.60709,0.111093618,0.83920325,0.074580235,0.002798871,8.92E-05,0.002659225,0.000124501,,,,,,,,,,,,,,,,,,
2.11,20000,-1.612849,0.11361665,-0.84644625,0.071370352,0.00289541,5.74E-05,0.002416113,9.66E-05,,,,,,,,,,,,,,,,,,
2.119,20000,-1.6012145,0.111962405,0.84304325,0.066156612,0.002790597,7.77E-05,0.002061288,6.61E-05,,,,,,,,,,,,,,,,,,
2.124,20000,-1.5921205,0.111617645,-0.8286155,0.093356297,0.002767781,5.84E-05,0.00407535,0.000122636,,,,,,,,,,,,,,,,,,
2.129,20000,-1.5873945,0.111576325,0.835082,0.070834513,0.002747518,8.48E-05,0.00238323,7.32E-05,,,,,,,,,,,,,,,,,,
2.134,20000,-1.582533,0.112737234,0.82789275,0.077466933,0.002803554,7.17E-05,0.002804569,9.89E-05,,,,,,,,,,,,,,,,,,
2.139,20000,-1.5946575,0.113381095,-0.83988825,0.069077139,0.002811332,0.000111602,0.00222874,8.01E-05,,,,,,,,,,,,,,,,,,
2.144,20000,-1.553448,0.129256494,0.808633,0.098483203,0.003648725,6.52E-05,0.004501221,0.000332848,,,,,,,,,,,,,,,,,,
2.149,20000,-1.5450045,0.123845711,-0.80021,0.098204778,0.003330994,5.25E-05,0.004494701,0.000167064,,,,,,,,,,,,,,,,,,
2.154,20000,-1.542852001,0.12407867,0.801052,0.096604843,0.003316391,8.23E-05,0.004335786,0.000352161,,,,,,,,,,,,,,,,,,
2.159,20000,-1.5560065,0.1202701,-0.8118785,0.095910055,0.003114635,9.79E-05,0.004213245,0.000264761,,,,,,,,,,,,,,,,,,
2.164,20000,-1.5525465,0.120582214,-0.8102245,0.09112439,0.003097595,5.49E-05,0.003813098,0.000233419,,,,,,,,,,,,,,,,,,
2.169,20000,-1.536221,0.126870049,0.797586,0.106017192,0.003422703,6.91E-05,0.005194131,0.000238845,,,,,,,,,,,,,,,,,,
2.174,20000,-1.550655,0.126273002,-0.8100655,0.092938895,0.003371561,7.13E-05,0.00396143,0.000118172,,,,,,,,,,,,,,,,,,
2.179,20000,-1.5163355,0.126517732,0.78328625,0.099035255,0.003371627,7.38E-05,0.004505365,0.000135998,,,,,,,,,,,,,,,,,,
2.184,20000,-1.5397275,0.123394492,-0.80876275,0.079298836,0.003168831,0.0001148,0.002893939,0.000170917,,,,,,,,,,,,,,,,,,
2.189,20000,-1.470426,0.141830175,0.73311,0.142960162,0.004212722,4.78E-05,0.009297767,0.000282578,,,,,,,,,,,,,,,,,,
2.194,20000,-1.487669999,0.138645343,-0.745433749,0.180060929,0.004011793,0.000144904,0.014854926,0.001047263,,,,,,,,,,,,,,,,,,
2.199,20000,-1.512439,0.1344716,0.792919,0.09379989,0.003730678,6.50E-05,0.004013618,0.000116179,,,,,,,,,,,,,,,,,,
2.204,20000,-1.479889001,0.142992579,0.7443525,0.134949568,0.004207432,0.000119617,0.00823815,0.000288896,,,,,,,,,,,,,,,,,,
2.209,20000,-1.4595615,0.14984603,-0.735457,0.138462878,0.004601537,9.02E-05,0.008677423,0.000144758,,,,,,,,,,,,,,,,,,
2.214,20000,-1.4469625,0.135305057,-0.72314525,0.125652054,0.003743261,9.96E-05,0.007137651,0.000205958,,,,,,,,,,,,,,,,,,
2.219,20000,-1.492078,0.127871153,-0.77554375,0.094954387,0.003310197,9.87E-05,0.004051221,0.000135456,,,,,,,,,,,,,,,,,,
2.224,20000,-1.4190855,0.155183661,0.668304,0.194746492,0.004886856,0.000116331,0.016899131,0.000659574,,,,,,,,,,,,,,,,,,
2.229,20000,-1.451731001,0.140283761,0.73691275,0.123746839,0.003960226,0.000134675,0.006864058,0.000243205,,,,,,,,,,,,,,,,,,
2.234,20000,-1.430555499,0.145267052,-0.70162375,0.192509746,0.004211032,7.72E-05,0.016615629,0.000567771,,,,,,,,,,,,,,,,,,
2.239,20000,-1.3786565,0.153983928,0.53458075,0.390101203,0.004718151,9.85E-05,0.067985661,0.002159847,,,,,,,,,,,,,,,,,,
2.244,20000,-1.3973535,0.139522726,0.059102,0.698112211,0.003839682,7.59E-05,0.21735657,0.001124477,,,,,,,,,,,,,,,,,,
2.249,20000,-1.3892605,0.156061296,0.630101,0.239062298,0.004781965,0.000178776,0.025388701,0.000715468,,,,,,,,,,,,,,,,,,
2.254,20000,-1.3669705,0.154224859,-0.591077,0.260129483,0.004664418,0.000123801,0.030041711,0.000942524,,,,,,,,,,,,,,,,,,
2.259,20000,-1.3313415,0.151743848,0.5367175,0.269975022,0.004490489,0.000143442,0.032277878,0.000462491,,,,,,,,,,,,,,,,,,
2.264,20000,-1.305301,0.148013274,-0.46168325,0.345339942,0.004289309,0.000111122,0.052561749,0.00231416,,,,,,,,,,,,,,,,,,
2.269,20000,-1.31182,0.161193045,0.00931325,0.602265107,0.00504569,8.84E-05,0.160090739,0.00209531,,,,,,,,,,,,,,,,,,
2.274,20000,-1.334318,0.166215839,-0.3652245,0.509890061,0.005309812,0.000114712,0.114488205,0.002472061,,,,,,,,,,,,,,,,,,
2.279,20000,-1.2920725,0.140516049,0.01853425,0.577496808,0.003785282,0.000106672,0.146366787,0.002174531,,,,,,,,,,,,,,,,,,
2.284,20000,-1.3626205,0.159376027,-0.65187875,0.188501589,0.004855,6.32E-05,0.015527221,0.000534674,,,,,,,,,,,,,,,,,,
2.289,20000,-1.3518745,0.166712871,0.60065225,0.252147642,0.005332846,0.000176306,0.027771391,0.001106139,,,,,,,,,,,,,,,,,,
2.294,20000,-1.284027501,0.162259528,-0.5062015,0.27145126,0.004988872,0.00014199,0.032250326,0.001372204,,,,,,,,,,,,,,,,,,
2.299,20000,-1.297922999,0.154742904,0.41645725,0.401763317,0.004547157,0.000119108,0.069968057,0.001842084,,,,,,,,,,,,,,,,,,
2.304,20000,-1.323187,0.147669337,0.6153275,0.162571008,0.004095264,9.74E-05,0.011489889,0.000358853,,,,,,,,,,,,,,,,,,
2.309,20000,-1.260565,0.160837312,0.261944,0.487479657,0.004846448,7.37E-05,0.102682887,0.002079336,,,,,,,,,,,,,,,,,,
2.314,20000,-1.295379,0.17215341,-0.0575395,0.604355439,0.005571721,0.000134061,0.157953325,0.001831253,,,,,,,,,,,,,,,,,,
2.319,20000,-1.2893445,0.148442566,0.07786625,0.602419416,0.00408395,0.000102503,0.156643844,0.001885187,,,,,,,,,,,,,,,,,,
2.324,20000,-1.3078445,0.142844912,-0.60907325,0.16079333,0.003787515,0.000142506,0.011146381,0.000379422,,,,,,,,,,,,,,,,,,
2.329,20000,-1.261831999,0.154160675,0.0511795,0.564910542,0.004381024,0.000123116,0.136692772,0.001959077,,,,,,,,,,,,,,,,,,
2.334,20000,-1.2266455,0.154854553,0.41234675,0.351938562,0.004395236,0.000175659,0.05265713,0.001232628,,,,,,,,,,,,,,,,,,
2.339,20000,-1.2346045,0.157973997,0.012547,0.54078906,0.004570469,0.000160803,0.125018208,0.002136618,,,,,,,,,,,,,,,,,,
2.344,20000,-1.2146,0.153229502,-0.06540025,0.510489655,0.004288006,0.000122896,0.110975347,0.001588553,,,,,,,,,,,,,,,,,,
2.349,20000,-1.255912499,0.146334847,-0.47103425,0.345674781,0.003878747,0.000139751,0.050951567,0.001700961,,,,,,,,,,,,,,,,,,
2.354,20000,-1.1696285,0.130614613,0.158257,0.420005392,0.003070323,8.79E-05,0.074552787,0.001361992,,,,,,,,,,,,,,,,,,
2.359,20000,-1.196275999,0.158016999,0.287638,0.412989992,0.004488204,0.000113893,0.072386519,0.001693569,,,,,,,,,,,,,,,,,,
2.364,20000,-1.183484,0.147346401,0.2152665,0.4277719,0.003872802,9.19E-05,0.077157613,0.00133742,,,,,,,,,,,,,,,,,,
2.369,20000,-1.201027,0.144169087,-0.07064275,0.507924628,0.003697817,5.55E-05,0.108733488,0.002097561,,,,,,,,,,,,,,,,,,
2.374,20000,-1.1799375,0.14566637,-0.01486725,0.487922651,0.003762332,0.000121186,0.100120529,0.001800586,,,,,,,,,,,,,,,,,,
2.379,20000,-1.203146,0.149379694,-0.15767775,0.486906827,0.0039318,0.000107589,0.099561377,0.001933598,,,,,,,,,,,,,,,,,,
2.384,20000,-1.154798999,0.137530142,0.068253,0.448133697,0.003301717,9.32E-05,0.084482278,0.00134306,,,,,,,,,,,,,,,,,,
2.389,20000,-1.166010999,0.146971283,-0.0227675,0.467145061,0.003785546,7.14E-05,0.091262672,0.001567806,,,,,,,,,,,,,,,,,,
2.394,20000,-1.146058499,0.143130604,0.3662975,0.246066076,0.003577601,0.000104518,0.025237232,0.000675621,,,,,,,,,,,,,,,,,,
2.399,20000,-1.169168999,0.148153804,-0.07722875,0.471842462,0.003788318,6.50E-05,0.09281589,0.001583701,,,,,,,,,,,,,,,,,,
2.404,20000,-1.145024499,0.144372261,0.32546675,0.329740782,0.003576236,9.06E-05,0.045421821,0.002107106,,,,,,,,,,,,,,,,,,
2.409,20000,-1.129659499,0.136654708,0.14177675,0.39133215,0.003221161,0.000104144,0.063318022,0.001188709,,,,,,,,,,,,,,,,,,
2.414,20000,-1.098949498,0.125743118,0.1181655,0.339207458,0.002714046,0.000120402,0.047545039,0.000813524,,,,,,,,,,,,,,,,,,
2.419,20000,-1.126972999,0.141268565,0.20764225,0.390586305,0.003401195,9.34E-05,0.06293444,0.001674765,,,,,,,,,,,,,,,,,,
2.429,20000,-1.115290499,0.140779316,0.058374,0.404187597,0.003362896,0.000111363,0.066986537,0.001357874,,,,,,,,,,,,,,,,,,
2.439,20000,-1.092610499,0.135497197,0.015632,0.379315782,0.003075107,9.23E-05,0.059141319,0.001465379,,,,,,,,,,,,,,,,,,
2.449,20000,-1.075382499,0.127690226,-0.024759,0.357916567,0.002709081,7.67E-05,0.052159913,0.001075376,,,,,,,,,,,,,,,,,,
2.459,20000,-1.041500999,0.12252015,0.08329475,0.296129445,0.002473559,5.07E-05,0.035595073,0.000467906,,,,,,,,,,,,,,,,,,
2.469,20000,-1.074016999,0.14044648,-0.21455575,0.343932993,0.003240425,7.09E-05,0.047911906,0.001041548,,,,,,,,,,,,,,,,,,
2.479,20000,-1.068648999,0.142483034,0.06428075,0.375721331,0.003317854,8.03E-05,0.056564129,0.001173281,,,,,,,,,,,,,,,,,,
2.489,20000,-1.045976499,0.128391225,-0.112382,0.356447406,0.002668145,0.00010745,0.050927825,0.000957684,,,,,,,,,,,,,,,,,,
2.499,20000,-1.040050999,0.121207993,0.2229835,0.247340234,0.002360365,6.71E-05,0.024426211,0.000426863,,,,,,,,,,,,,,,,,,
2.509,20000,-1.047400999,0.126822969,-0.0453955,0.349860448,0.002545008,5.26E-05,0.048815763,0.001221083,,,,,,,,,,,,,,,,,,
2.519,20000,-1.027494999,0.125483724,0.1340715,0.307722156,0.002471733,7.18E-05,0.037535854,0.00159537,,,,,,,,,,,,,,,,,,
2.529,20000,-0.995676999,0.112950483,-0.05369675,0.269746441,0.001986663,6.58E-05,0.028745464,0.000885531,,,,,,,,,,,,,,,,,,
2.539,20000,-1.010477998,0.109773364,-0.06515125,0.288813496,0.001863759,6.04E-05,0.032827666,0.001162498,,,,,,,,,,,,,,,,,,
2.549,20000,-0.981754498,0.114355046,0.065227,0.262683152,0.002009564,6.53E-05,0.027009307,0.000857588,,,,,,,,,,,,,,,,,,
2.559,20000,-0.983866998,0.115836247,-0.11748275,0.252921593,0.002039839,4.39E-05,0.024965188,0.000284051,,,,,,,,,,,,,,,,,,
2.569,20000,-0.963901999,0.117297887,0.018611,0.269065722,0.002091555,6.38E-05,0.028109347,0.001247791,,,,,,,,,,,,,,,,,,
2.579,20000,-0.949329499,0.105191707,-0.0265385,0.214517523,0.001660555,4.45E-05,0.017896962,0.00034864,,,,,,,,,,,,,,,,,,
2.589,20000,-0.945903499,0.108711515,-0.0185825,0.203653831,0.00177132,6.55E-05,0.015990038,0.0003129,,,,,,,,,,,,,,,,,,
2.599,20000,-0.954976499,0.115436213,0.1027245,0.243366436,0.0019717,4.44E-05,0.022775577,0.000854704,,,,,,,,,,,,,,,,,,
2.609,20000,-0.949510999,0.120667439,-0.1049445,0.25199168,0.002134457,8.21E-05,0.024458167,0.00052073,,,,,,,,,,,,,,,,,,
2.619,20000,-0.933024499,0.107938673,-0.04994975,0.240983181,0.001700428,5.16E-05,0.022126354,0.000664338,,,,,,,,,,,,,,,,,,
2.629,20000,-0.925178999,0.106317344,0.06682875,0.23917286,0.001630158,8.41E-05,0.02178906,0.000577094,,,,,,,,,,,,,,,,,,
2.639,20000,-0.928189998,0.110966363,0.04488425,0.245124448,0.0017651,4.25E-05,0.022737724,0.000516365,,,,,,,,,,,,,,,,,,
2.649,20000,-0.926572999,0.112299446,-0.00043,0.251647039,0.001788894,3.29E-05,0.023878342,0.000656165,,,,,,,,,,,,,,,,,,
2.659,20000,-0.910248499,0.115804591,0.0156455,0.252454166,0.001883659,7.58E-05,0.023965458,0.000471228,,,,,,,,,,,,,,,,,,
2.669,20000,-0.905964999,0.110803469,-0.012843,0.228470189,0.0017196,5.69E-05,0.019602138,0.000585135,,,,,,,,,,,,,,,,,,
